Status of existing checking account,Duration in months,Credit history,Purpose,Credit amount,Savings account/bonds,Present employment since,Installment rate in percentage of disposable income,Personal status and sex,Other debtors / guarantors,Present residence since,Property,Age in years,Other installment plans,Housing,Number of existing credits at this bank,Job,Number of people being liable to provide maintenance for,Telephone,Foreign worker
0,-0.0749204527896956,4,0,-0.3672947793152343,0,2,0.9184771676276684,3,2,-0.7659772668958666,1,-0.2239269476157951,0,0,1.0270789116578083,2,-0.4282895663715403,0,1
1,0.5058582510063954,2,9,-0.2634428714512046,0,1,0.9184771676276684,1,0,-1.6724592395536968,1,-0.3118794015104515,2,1,-0.7049259983890862,2,2.3348689263480744,1,0
3,0.0080479334668887,3,1,-0.0986267036806455,0,2,0.0241469167730741,2,0,-0.7659772668958666,0,-0.6636892170890771,1,1,1.0270789116578083,1,-0.4282895663715403,0,0
1,1.999289203624915,2,4,-0.0851578555617611,1,2,0.9184771676276684,2,2,1.0469866784197936,1,-1.279356394351672,2,0,-0.7049259983890862,2,-0.4282895663715403,0,0
3,1.2525737273156552,3,0,2.695095950873218,0,4,-0.8701833340815202,2,0,-0.7659772668958666,2,0.8315024991200816,2,1,1.0270789116578083,2,2.3348689263480744,1,0
3,-0.90460431535554,2,3,-0.3761558636039741,0,2,-0.8701833340815202,2,0,-0.7659772668958666,0,-0.9275465787730462,0,0,-0.7049259983890862,1,-0.4282895663715403,0,0
1,0.2569530922366421,4,4,-0.728472574924266,1,1,0.9184771676276684,2,0,1.0469866784197936,3,0.2158353218574868,0,1,1.0270789116578083,2,2.3348689263480744,0,0
0,-0.8216359290989554,4,0,0.236676725805266,0,2,-1.7645135849361149,2,0,-0.7659772668958666,0,0.3917402296467996,2,1,1.0270789116578083,1,2.3348689263480744,0,0
3,0.2569530922366421,3,9,-0.3176727072982918,2,2,0.9184771676276684,2,0,-0.7659772668958666,2,0.7435500452254252,2,1,1.0270789116578083,2,2.3348689263480744,1,0
3,0.2569530922366421,2,8,-0.8273622755866015,0,1,0.9184771676276684,3,0,0.1405047057619635,2,-0.7516416709837335,2,1,1.0270789116578083,1,-0.4282895663715403,0,0
3,1.7503840448551615,2,4,1.380465485795791,4,3,-0.8701833340815202,3,0,1.0469866784197936,1,-0.5757367631944207,2,0,-0.7049259983890862,2,-0.4282895663715403,1,0
3,-0.4897623840726178,2,5,-0.7121681798329849,2,3,0.9184771676276684,2,0,0.1405047057619635,1,0.039930414068174,2,1,1.0270789116578083,2,-0.4282895663715403,1,0
3,-0.4897623840726178,3,1,0.1143937626206576,0,1,-1.7645135849361149,1,0,-0.7659772668958666,1,0.919454953014738,2,1,1.0270789116578083,1,-0.4282895663715403,0,0
2,1.2525737273156552,2,4,0.9133091220934322,0,2,0.9184771676276684,2,0,-1.6724592395536968,2,-1.0154990326677027,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0
1,-0.2408572253028645,4,4,-0.5232498627970538,0,4,0.0241469167730741,1,2,1.0469866784197936,0,1.095359860804051,0,0,1.0270789116578083,1,-0.4282895663715403,1,0
0,1.2525737273156552,2,3,0.2437655932362578,0,0,0.9184771676276684,2,0,0.1405047057619635,1,-0.4877843092997643,2,1,-0.7049259983890862,3,-0.4282895663715403,1,0
0,0.2569530922366421,2,0,-0.7040159822873443,4,3,0.9184771676276684,1,0,1.0469866784197936,3,-0.3118794015104515,2,0,-0.7049259983890862,2,-0.4282895663715403,0,0
2,-0.4897623840726178,2,7,-1.0205339130811275,0,1,0.9184771676276684,1,0,1.0469866784197936,1,-1.103451486562359,2,0,-0.7049259983890862,2,-0.4282895663715403,1,0
1,2.2481943623946683,2,4,2.725578080826483,3,3,-1.7645135849361149,2,1,-0.7659772668958666,3,-0.7516416709837335,0,1,1.0270789116578083,2,-0.4282895663715403,1,0
3,-0.9875727016121244,2,4,-0.183693112852547,1,4,0.0241469167730741,2,1,1.0469866784197936,2,-0.0480220398264823,2,1,-0.7049259983890862,2,-0.4282895663715403,1,0
1,-0.9875727016121244,4,3,-0.4792988847249046,0,3,0.9184771676276684,2,0,0.1405047057619635,2,-0.0480220398264823,2,0,-0.7049259983890862,2,-0.4282895663715403,1,0
1,-0.738667542842371,2,1,-0.4406645572259994,4,2,0.9184771676276684,2,0,-0.7659772668958666,2,-0.4877843092997643,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0
1,-0.2408572253028645,2,0,-0.7901457215738945,4,2,0.9184771676276684,1,0,-0.7659772668958666,1,-0.2239269476157951,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0
0,-1.2364778603818776,2,3,-1.0077739517053426,0,4,-0.8701833340815202,1,0,-1.6724592395536968,1,1.1833123146987072,0,1,-0.7049259983890862,2,-0.4282895663715403,1,0
0,-0.9875727016121244,4,0,-0.1673887177612659,0,2,-0.8701833340815202,2,0,-0.7659772668958666,0,0.039930414068174,2,0,1.0270789116578083,2,2.3348689263480744,0,0
1,1.5014788860854085,4,4,0.5889934371255579,0,3,-0.8701833340815202,2,2,-0.7659772668958666,0,-0.9275465787730462,2,1,1.0270789116578083,2,-0.4282895663715403,0,0
3,3.2438149974736814,2,0,2.5146842747544773,0,4,-0.8701833340815202,2,0,1.0469866784197936,1,0.5676451374361124,2,1,-0.7049259983890862,3,-0.4282895663715403,1,0
1,-0.738667542842371,4,0,-0.3208626976422382,2,3,0.0241469167730741,0,0,0.1405047057619635,2,0.039930414068174,2,1,-0.7049259983890862,3,-0.4282895663715403,1,0
3,-0.2408572253028645,2,1,0.0378339943659463,4,2,-0.8701833340815202,2,0,-1.6724592395536968,1,-0.3998318554051079,2,1,-0.7049259983890862,2,-0.4282895663715403,1,0
3,-0.90460431535554,2,4,-0.4775266678671567,0,2,-1.7645135849361149,2,0,1.0469866784197936,1,0.2158353218574868,2,1,-0.7049259983890862,2,-0.4282895663715403,1,1
3,-0.5727307703292022,3,0,-0.8752121307457961,0,2,0.9184771676276684,2,0,-0.7659772668958666,2,-0.7516416709837335,2,1,1.0270789116578083,1,-0.4282895663715403,0,0
1,2.2481943623946683,0,0,1.8029619846829017,2,1,-1.7645135849361149,1,0,-1.6724592395536968,2,-0.4877843092997643,2,1,1.0270789116578083,2,-0.4282895663715403,0,0
1,-0.738667542842371,4,5,-0.6547483536419514,0,3,0.9184771676276684,2,0,0.1405047057619635,1,-0.8395941248783899,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0
1,0.7547634097761486,0,9,0.3366297565822502,0,2,-0.8701833340815202,1,0,-1.6724592395536968,2,-0.6636892170890771,2,1,1.0270789116578083,2,-0.4282895663715403,0,0
3,0.2569530922366421,1,9,-0.6068984984827568,0,3,0.9184771676276684,2,0,1.0469866784197936,2,1.2712647685933636,0,1,-0.7049259983890862,2,-0.4282895663715403,1,0
0,-0.738667542842371,2,4,-0.3747380901177757,0,2,0.9184771676276684,2,0,0.1405047057619635,1,-1.0154990326677027,2,1,-0.7049259983890862,1,-0.4282895663715403,0,0
3,-0.738667542842371,2,4,-0.0752334411583726,3,3,-0.8701833340815202,0,0,1.0469866784197936,0,2.238741761434584,2,1,-0.7049259983890862,1,-0.4282895663715403,0,0
3,-0.738667542842371,4,4,-0.8298433791874485,4,4,0.9184771676276684,2,0,1.0469866784197936,0,2.5905515770132093,2,1,4.491088731751598,2,-0.4282895663715403,0,0
3,2.2481943623946683,4,7,1.0061732854394247,0,2,-1.7645135849361149,2,0,0.1405047057619635,3,-0.3998318554051079,0,2,-0.7049259983890862,2,-0.4282895663715403,1,0
3,-0.738667542842371,0,3,-0.1815664526232495,0,4,-0.8701833340815202,2,0,1.0469866784197936,1,-0.1359744937211387,2,1,1.0270789116578083,2,-0.4282895663715403,0,0
1,-0.738667542842371,2,3,-0.4782355546102558,0,2,0.9184771676276684,2,0,-0.7659772668958666,1,0.1278828679628304,2,1,-0.7049259983890862,1,-0.4282895663715403,0,0
3,0.2569530922366421,3,3,0.3118187205737789,1,2,-0.8701833340815202,2,0,0.1405047057619635,1,-0.0480220398264823,2,1,1.0270789116578083,2,-0.4282895663715403,0,0
0,-0.90460431535554,4,0,-0.7915634950600929,0,3,0.9184771676276684,2,1,0.1405047057619635,1,1.1833123146987072,2,1,1.0270789116578083,2,-0.4282895663715403,1,0
0,-0.4897623840726178,2,0,-0.2694684087675477,0,0,-1.7645135849361149,1,0,1.0469866784197936,2,-1.103451486562359,2,0,-0.7049259983890862,2,-0.4282895663715403,0,0
3,0.7547634097761486,4,4,0.9508801194776888,0,3,0.0241469167730741,2,1,-0.7659772668958666,2,0.2158353218574868,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0
0,-0.738667542842371,2,3,-0.5009199303894296,0,1,0.9184771676276684,1,0,-1.6724592395536968,2,-1.1914039404570154,2,0,-0.7049259983890862,2,-0.4282895663715403,0,0
1,-1.0705410878687087,2,4,-0.8900987523508788,0,3,0.9184771676276684,1,2,-0.7659772668958666,0,0.7435500452254252,2,1,-0.7049259983890862,1,-0.4282895663715403,0,0
3,-0.4897623840726178,4,4,-0.5111987881643677,0,4,0.9184771676276684,2,0,1.0469866784197936,2,0.919454953014738,2,1,1.0270789116578083,2,-0.4282895663715403,1,0
0,-0.2408572253028645,4,0,0.7197830412273564,0,4,-0.8701833340815202,2,0,1.0469866784197936,3,0.039930414068174,2,2,2.759083821704704,3,-0.4282895663715403,1,0
0,-0.738667542842371,2,5,-0.896833176410321,1,0,0.9184771676276684,1,0,0.1405047057619635,1,-1.1914039404570154,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0
3,-0.90460431535554,2,0,-0.7033070955442452,4,4,0.9184771676276684,2,1,-0.7659772668958666,1,0.8315024991200816,2,1,-0.7049259983890862,1,-0.4282895663715403,0,1
0,0.2569530922366421,2,0,-0.6699894186185837,4,2,0.9184771676276684,1,0,-0.7659772668958666,1,-0.0480220398264823,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0
3,-1.2364778603818776,2,4,-0.6823949366228194,1,4,-0.8701833340815202,2,0,1.0469866784197936,3,0.5676451374361124,0,2,-0.7049259983890862,2,2.3348689263480744,1,0
1,2.2481943623946683,3,7,1.0465798297960778,0,4,0.9184771676276684,2,0,1.0469866784197936,3,1.2712647685933636,2,2,-0.7049259983890862,2,-0.4282895663715403,0,0
0,-0.2408572253028645,2,7,-0.8936431860663747,0,0,0.9184771676276684,1,0,-1.6724592395536968,0,-0.7516416709837335,2,1,-0.7049259983890862,0,-0.4282895663715403,0,0
3,0.5888266372629798,1,1,1.6136892242754208,4,1,0.0241469167730741,2,2,1.0469866784197936,0,0.3917402296467996,0,0,1.0270789116578083,2,2.3348689263480744,1,0
3,-0.738667542842371,4,6,-0.8064501166651756,4,3,0.9184771676276684,1,0,1.0469866784197936,0,-1.103451486562359,2,1,1.0270789116578083,2,-0.4282895663715403,0,0
1,0.2569530922366421,4,9,-0.1581731901009766,4,3,0.9184771676276684,2,0,0.1405047057619635,3,-0.1359744937211387,2,1,1.0270789116578083,2,2.3348689263480744,1,0
3,-0.90460431535554,2,0,-0.6568750138712489,1,2,0.0241469167730741,2,0,-0.7659772668958666,0,-0.0480220398264823,2,0,-0.7049259983890862,1,-0.4282895663715403,0,1
3,-0.738667542842371,4,0,-0.9177453353317468,1,3,0.9184771676276684,1,0,0.1405047057619635,2,1.35921722248802,2,1,1.0270789116578083,2,-0.4282895663715403,1,0
0,-1.2364778603818776,4,0,-0.8546544151959198,0,4,-1.7645135849361149,1,0,1.0469866784197936,3,0.3037877757521432,2,1,1.0270789116578083,2,-0.4282895663715403,1,0
2,-0.9875727016121244,0,4,-0.6855849269667657,0,1,0.9184771676276684,2,0,-0.7659772668958666,2,-0.1359744937211387,2,1,1.0270789116578083,3,-0.4282895663715403,1,0
1,-0.9875727016121244,2,4,-0.5675552842407524,0,1,0.9184771676276684,1,0,-0.7659772668958666,2,-1.1914039404570154,2,1,-0.7049259983890862,2,-0.4282895663715403,1,0
1,0.7547634097761486,0,9,0.357541915503676,1,2,0.9184771676276684,1,0,1.0469866784197936,2,-0.8395941248783899,2,0,1.0270789116578083,1,-0.4282895663715403,0,0
1,-0.2408572253028645,4,3,1.0951385716983717,0,4,-0.8701833340815202,2,0,-1.6724592395536968,3,0.479692683541456,2,1,-0.7049259983890862,2,-0.4282895663715403,1,0
3,-1.2364778603818776,3,9,-0.5416809181176324,1,2,-1.7645135849361149,2,0,-0.7659772668958666,0,-0.1359744937211387,2,1,1.0270789116578083,1,-0.4282895663715403,0,0
1,-0.738667542842371,2,8,-0.8922254125801763,4,4,0.9184771676276684,2,0,1.0469866784197936,1,0.2158353218574868,2,1,1.0270789116578083,2,-0.4282895663715403,0,0
0,-1.0705410878687087,4,0,0.0449228617969381,0,3,-1.7645135849361149,2,0,1.0469866784197936,0,0.3037877757521432,2,1,1.0270789116578083,1,-0.4282895663715403,0,1
1,-0.9875727016121244,1,1,0.6584643379492774,0,4,-0.8701833340815202,1,0,1.0469866784197936,3,3.382123662065117,0,2,-0.7049259983890862,3,2.3348689263480744,1,0
2,-0.90460431535554,4,0,-0.8826554415483374,0,4,0.9184771676276684,2,0,1.0469866784197936,3,2.4146466692238966,2,2,1.0270789116578083,2,-0.4282895663715403,1,0
0,-0.2408572253028645,1,0,-0.6483683729540588,0,3,0.9184771676276684,2,0,1.0469866784197936,3,-0.3118794015104515,2,2,1.0270789116578083,1,2.3348689263480744,0,0
3,-0.2408572253028645,2,4,-0.4325123596803588,0,1,0.9184771676276684,2,0,-1.6724592395536968,0,-0.2239269476157951,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0
0,-0.2408572253028645,2,3,-0.2868361339734775,0,2,-0.8701833340815202,2,0,-0.7659772668958666,2,-1.1914039404570154,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0
0,0.5888266372629798,2,0,0.2604244316990885,0,2,0.0241469167730741,2,0,-0.7659772668958666,2,0.8315024991200816,2,1,-0.7049259983890862,1,-0.4282895663715403,0,0
1,-0.738667542842371,2,3,-0.8224000683849072,1,1,0.9184771676276684,1,0,1.0469866784197936,2,-0.7516416709837335,0,0,4.491088731751598,2,-0.4282895663715403,0,0
3,-0.4897623840726178,2,1,-0.6986993317141005,4,4,0.9184771676276684,2,0,1.0469866784197936,3,0.8315024991200816,0,2,-0.7049259983890862,2,2.3348689263480744,0,0
3,0.2569530922366421,2,4,-0.4856788654127972,1,2,0.9184771676276684,2,0,1.0469866784197936,2,-0.5757367631944207,2,0,-0.7049259983890862,3,-0.4282895663715403,1,0
2,1.7503840448551615,4,1,0.5404346952232641,0,4,0.9184771676276684,2,0,1.0469866784197936,3,1.798979491961302,2,2,-0.7049259983890862,2,-0.4282895663715403,0,0
3,-0.2408572253028645,2,4,-0.6373806284360215,0,1,0.0241469167730741,3,0,1.0469866784197936,0,0.3037877757521432,2,1,-0.7049259983890862,2,-0.4282895663715403,1,0
3,-0.738667542842371,2,3,-0.5328198338288926,0,2,0.0241469167730741,2,0,-0.7659772668958666,0,-1.0154990326677027,2,0,-0.7049259983890862,1,-0.4282895663715403,0,0
3,0.2569530922366421,4,3,0.1792568996142325,3,2,0.9184771676276684,2,0,1.0469866784197936,0,1.2712647685933636,2,1,-0.7049259983890862,2,-0.4282895663715403,1,0
3,0.5058582510063954,3,9,0.6542110174906823,0,3,0.0241469167730741,2,0,1.0469866784197936,2,-0.8395941248783899,2,1,1.0270789116578083,2,-0.4282895663715403,0,0
0,1.7503840448551615,4,6,0.0435050883107397,0,0,0.9184771676276684,2,1,1.0469866784197936,2,2.5905515770132093,2,1,1.0270789116578083,0,-0.4282895663715403,0,0
3,-0.738667542842371,4,4,-0.9053398173275112,0,4,0.9184771676276684,2,0,1.0469866784197936,0,1.4471696763826765,2,1,2.759083821704704,2,-0.4282895663715403,0,0
3,1.2525737273156552,4,1,0.9111824618641348,0,4,-0.8701833340815202,2,0,-0.7659772668958666,1,-0.0480220398264823,2,1,1.0270789116578083,2,2.3348689263480744,1,0
3,-0.9875727016121244,4,0,-0.7256370279518692,0,2,0.0241469167730741,2,0,-1.6724592395536968,0,-0.4877843092997643,2,1,1.0270789116578083,2,-0.4282895663715403,0,0
1,-0.738667542842371,2,4,-0.7500936205887909,0,4,0.0241469167730741,3,2,0.1405047057619635,0,0.3917402296467996,0,1,1.0270789116578083,1,-0.4282895663715403,0,0
0,0.0080479334668887,2,0,0.1742946924125382,4,3,-0.8701833340815202,2,1,-0.7659772668958666,0,-1.0154990326677027,2,1,-0.7049259983890862,1,-0.4282895663715403,0,1
0,-0.738667542842371,0,0,-0.775967986711911,0,2,0.9184771676276684,2,0,1.0469866784197936,2,1.095359860804051,0,1,1.0270789116578083,2,-0.4282895663715403,0,0
1,2.2481943623946683,2,9,4.395360804196598,0,2,-0.8701833340815202,2,0,-0.7659772668958666,2,-1.103451486562359,2,1,-0.7049259983890862,2,-0.4282895663715403,1,0
0,-0.738667542842371,4,0,0.0807216423234466,0,2,0.0241469167730741,1,1,-0.7659772668958666,0,-0.5757367631944207,2,1,1.0270789116578083,2,-0.4282895663715403,0,0
3,3.2438149974736814,3,4,4.388626380137157,0,3,-0.8701833340815202,2,0,1.0469866784197936,2,-1.279356394351672,2,1,1.0270789116578083,2,-0.4282895663715403,1,0
3,0.2569530922366421,3,9,1.9057505624322824,0,1,-0.8701833340815202,2,0,-0.7659772668958666,2,-0.7516416709837335,0,1,1.0270789116578083,2,-0.4282895663715403,1,0
1,-0.0749204527896956,2,1,1.1330640124541778,4,0,-1.7645135849361149,0,0,1.0469866784197936,0,2.150789307539928,2,1,-0.7049259983890862,3,-0.4282895663715403,1,0
0,0.2569530922366421,2,1,-0.1627809539311212,4,4,-0.8701833340815202,1,0,1.0469866784197936,0,-0.8395941248783899,2,0,-0.7049259983890862,2,-0.4282895663715403,0,0
1,1.2525737273156552,1,5,0.2547533377542951,4,1,0.0241469167730741,1,0,-0.7659772668958666,3,-0.5757367631944207,0,1,-0.7049259983890862,0,-0.4282895663715403,0,0
3,-0.8216359290989554,2,9,-0.4002580128693462,3,4,-1.7645135849361149,0,0,-0.7659772668958666,0,-0.6636892170890771,2,1,-0.7049259983890862,2,-0.4282895663715403,1,0
3,-0.90460431535554,2,0,-0.6760149559349268,0,2,-0.8701833340815202,1,0,1.0469866784197936,2,2.502599123118553,2,1,-0.7049259983890862,2,-0.4282895663715403,1,0
1,-0.4897623840726178,2,6,-0.6958637847417037,0,4,0.9184771676276684,2,0,1.0469866784197936,2,0.2158353218574868,2,1,1.0270789116578083,1,-0.4282895663715403,0,0
1,2.2481943623946683,0,2,5.370788962701069,0,2,-1.7645135849361149,1,0,-0.7659772668958666,1,-0.3118794015104515,0,1,-0.7049259983890862,3,-0.4282895663715403,1,1
1,-0.738667542842371,2,9,-0.861388839255362,1,3,-0.8701833340815202,1,0,1.0469866784197936,0,-1.103451486562359,2,0,-0.7049259983890862,1,-0.4282895663715403,0,0
1,-1.2364778603818776,2,4,-0.950354125514309,0,1,0.0241469167730741,3,0,0.1405047057619635,0,-0.8395941248783899,2,1,-0.7049259983890862,1,-0.4282895663715403,0,1
0,0.2569530922366421,2,3,0.0261373631048098,0,4,0.9184771676276684,2,0,-0.7659772668958666,1,0.3037877757521432,2,0,-0.7049259983890862,3,-0.4282895663715403,1,0
0,-0.2408572253028645,2,4,-0.2379229486996342,0,2,0.9184771676276684,2,0,1.0469866784197936,3,2.5905515770132093,2,2,1.0270789116578083,2,-0.4282895663715403,0,0
0,-0.738667542842371,2,3,0.1129759891344593,0,2,-0.8701833340815202,2,1,-0.7659772668958666,1,-0.5757367631944207,2,1,-0.7049259983890862,1,2.3348689263480744,0,0
3,-0.4897623840726178,4,0,0.6286910947391119,4,4,-1.7645135849361149,1,0,1.0469866784197936,2,2.0628368536452717,2,1,-0.7049259983890862,2,-0.4282895663715403,1,0
3,-0.2408572253028645,2,4,-0.760372478363729,4,1,0.9184771676276684,1,0,-0.7659772668958666,0,-1.279356394351672,2,0,-0.7049259983890862,2,-0.4282895663715403,1,0
0,0.2569530922366421,1,0,-0.7366247724699065,0,0,-1.7645135849361149,1,1,1.0469866784197936,3,-0.5757367631944207,2,0,1.0270789116578083,0,-0.4282895663715403,0,0
3,1.5014788860854085,2,1,1.8844839601393075,1,4,0.9184771676276684,2,0,-0.7659772668958666,2,0.8315024991200816,2,1,-0.7049259983890862,3,-0.4282895663715403,1,0
3,0.2569530922366421,2,4,-0.6161140261430461,0,1,0.9184771676276684,1,0,0.1405047057619635,2,0.2158353218574868,1,1,-0.7049259983890862,2,-0.4282895663715403,1,0
0,-0.2408572253028645,2,4,-0.6827493799943689,0,2,0.9184771676276684,3,0,0.1405047057619635,0,-0.8395941248783899,0,1,-0.7049259983890862,2,-0.4282895663715403,0,0
0,-0.738667542842371,2,3,-0.5852774528182318,0,2,-0.8701833340815202,1,1,0.1405047057619635,1,-0.4877843092997643,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0
1,1.2525737273156552,2,3,2.0425657038504244,1,1,0.9184771676276684,2,1,-1.6724592395536968,3,-0.5757367631944207,2,0,-0.7049259983890862,3,-0.4282895663715403,1,0
1,-0.2408572253028645,2,0,1.0593397911718632,0,3,0.0241469167730741,2,0,0.1405047057619635,0,-0.6636892170890771,2,0,-0.7049259983890862,1,-0.4282895663715403,0,0
1,-0.4897623840726178,2,6,-0.2269352041815969,1,2,0.0241469167730741,1,0,-0.7659772668958666,0,-0.9275465787730462,2,1,-0.7049259983890862,1,-0.4282895663715403,0,0
3,-0.738667542842371,2,4,-0.4006124562408957,1,3,0.0241469167730741,2,0,-1.6724592395536968,3,-0.0480220398264823,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0
0,-0.738667542842371,2,3,-0.9283786364782344,0,4,0.9184771676276684,1,0,1.0469866784197936,1,-1.0154990326677027,2,0,-0.7049259983890862,2,-0.4282895663715403,0,0
1,1.2525737273156552,2,4,-0.2127574693196134,1,2,0.9184771676276684,1,1,1.0469866784197936,3,1.2712647685933636,2,2,-0.7049259983890862,2,-0.4282895663715403,0,0
3,1.2525737273156552,2,9,0.8757381247091758,1,3,-0.8701833340815202,2,0,-0.7659772668958666,2,-0.3998318554051079,2,1,1.0270789116578083,2,-0.4282895663715403,1,0
3,3.2438149974736814,4,0,3.7162473043075854,4,4,-0.8701833340815202,2,0,1.0469866784197936,3,2.4146466692238966,0,2,-0.7049259983890862,3,-0.4282895663715403,1,0
3,2.2481943623946683,2,9,0.5574479770576445,0,0,0.0241469167730741,2,0,-0.7659772668958666,2,-0.2239269476157951,0,0,-0.7049259983890862,3,-0.4282895663715403,1,0
3,-0.2408572253028645,2,6,-0.4707922438077145,0,1,0.9184771676276684,1,0,1.0469866784197936,0,-1.103451486562359,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0
1,-0.2408572253028645,2,4,-0.8525277549666223,0,2,0.9184771676276684,3,2,-0.7659772668958666,0,-0.9275465787730462,2,1,-0.7049259983890862,1,-0.4282895663715403,0,0
1,-0.2408572253028645,2,9,-0.4715011305508136,3,2,0.9184771676276684,2,0,-0.7659772668958666,1,-0.0480220398264823,2,1,-0.7049259983890862,1,-0.4282895663715403,1,0
3,0.2569530922366421,4,3,0.6659076487518188,0,4,0.9184771676276684,2,0,1.0469866784197936,2,-0.2239269476157951,2,1,-0.7049259983890862,2,-0.4282895663715403,1,0
1,0.2569530922366421,2,3,0.3827073948836968,4,2,-1.7645135849361149,1,0,1.0469866784197936,1,1.095359860804051,2,1,-0.7049259983890862,1,-0.4282895663715403,1,0
2,0.2569530922366421,2,0,-0.8238178418711055,0,3,0.9184771676276684,2,0,0.1405047057619635,3,0.2158353218574868,0,2,-0.7049259983890862,2,2.3348689263480744,0,0
1,0.2569530922366421,2,4,-0.4622856028905243,0,4,0.9184771676276684,1,0,1.0469866784197936,2,-1.3673088482463285,2,1,-0.7049259983890862,2,-0.4282895663715403,1,0
3,-0.4897623840726178,2,3,-0.3846625045211642,4,3,-1.7645135849361149,1,0,1.0469866784197936,0,-0.2239269476157951,0,0,-0.7049259983890862,1,-0.4282895663715403,0,0
1,-0.9875727016121244,2,4,-0.4087646537865363,0,2,-0.8701833340815202,2,0,-0.7659772668958666,0,0.1278828679628304,2,1,-0.7049259983890862,1,2.3348689263480744,0,0
3,-0.738667542842371,2,4,-0.8844276584060854,0,2,0.9184771676276684,3,0,-0.7659772668958666,0,-0.6636892170890771,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0
3,-0.4897623840726178,2,1,0.1916624176184681,1,1,-1.7645135849361149,1,0,1.0469866784197936,2,-1.103451486562359,2,1,-0.7049259983890862,2,-0.4282895663715403,1,0
0,1.5014788860854085,4,3,3.8661768504730616,4,3,0.9184771676276684,2,0,1.0469866784197936,1,-0.4877843092997643,2,1,1.0270789116578083,3,-0.4282895663715403,1,0
1,-0.9875727016121244,1,0,-0.6501405898118068,1,3,-0.8701833340815202,2,0,0.1405047057619635,3,-0.5757367631944207,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0
1,-0.4897623840726178,2,4,-0.6476594862109596,4,1,0.9184771676276684,2,0,-1.6724592395536968,1,-1.103451486562359,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0
2,-0.2408572253028645,1,4,-0.64730504283941,4,3,0.9184771676276684,2,0,1.0469866784197936,2,1.1833123146987072,0,1,-0.7049259983890862,1,-0.4282895663715403,0,0
3,-0.2408572253028645,3,4,-0.3371670927335192,0,0,-0.8701833340815202,3,0,0.1405047057619635,0,-0.1359744937211387,2,1,1.0270789116578083,2,-0.4282895663715403,0,0
3,0.7547634097761486,3,9,0.3547063685312793,1,2,-0.8701833340815202,2,0,-0.7659772668958666,1,-0.8395941248783899,2,1,1.0270789116578083,1,-0.4282895663715403,0,0
3,-0.4897623840726178,2,1,0.4911670665778712,0,2,0.0241469167730741,2,0,-0.7659772668958666,2,-0.4877843092997643,2,1,-0.7049259983890862,2,-0.4282895663715403,1,0
3,1.2525737273156552,2,3,2.730185844656628,0,0,0.9184771676276684,1,0,-0.7659772668958666,2,-0.8395941248783899,2,1,1.0270789116578083,3,-0.4282895663715403,1,0
0,2.2481943623946683,2,0,0.2338411788328692,0,3,0.9184771676276684,2,0,1.0469866784197936,3,0.919454953014738,2,2,-0.7049259983890862,2,2.3348689263480744,0,0
0,-0.9875727016121244,2,0,-0.9276697497351352,0,2,0.9184771676276684,2,0,0.1405047057619635,2,-0.6636892170890771,2,1,-0.7049259983890862,1,-0.4282895663715403,0,0
1,0.2569530922366421,2,4,0.1725224755547903,2,0,-1.7645135849361149,1,0,1.0469866784197936,3,-1.103451486562359,2,0,-0.7049259983890862,0,-0.4282895663715403,0,0
3,-0.90460431535554,2,0,-0.6955093413701542,4,2,0.9184771676276684,2,2,1.0469866784197936,1,-0.7516416709837335,2,1,-0.7049259983890862,1,-0.4282895663715403,0,0
0,1.7503840448551615,3,4,0.389441818943139,0,3,0.0241469167730741,2,0,-0.7659772668958666,1,-0.8395941248783899,0,1,1.0270789116578083,2,2.3348689263480744,1,0
3,-0.6556991565857866,2,4,-0.6600650042151952,1,0,-0.8701833340815202,1,0,1.0469866784197936,0,2.502599123118553,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0
3,0.7547634097761486,2,4,-0.4977299400454832,4,4,0.9184771676276684,2,0,1.0469866784197936,2,1.9748843997506147,2,1,-0.7049259983890862,2,-0.4282895663715403,1,0
0,-0.738667542842371,2,4,-0.7671069024231713,0,2,-0.8701833340815202,2,0,-0.7659772668958666,0,-1.3673088482463285,2,0,-0.7049259983890862,3,2.3348689263480744,1,0
3,-0.738667542842371,2,0,-0.9326319569368297,0,2,0.9184771676276684,0,0,-0.7659772668958666,0,1.1833123146987072,2,1,-0.7049259983890862,1,-0.4282895663715403,0,0
